,name,medal_type,count
1836,TANFIELD Charlie,Silver Medal,1
1837,TANG Chia-Hung,Bronze Medal,1
1838,TANG Muhan,Bronze Medal,1
1839,TANG Qianting,Bronze Medal,1
1840,TANG Qianting,Silver Medal,2
1841,TANIGAWA Wataru,Gold Medal,1
1842,TAPPER Naya,Bronze Medal,1
1843,TARCIANE,Silver Medal,1
1844,TARGHALLINE Oussama,Bronze Medal,1
1845,TARHAN Sevval Ilayda,Silver Medal,1
1846,TARNOVSCHI Serghei,Bronze Medal,1
1847,TARRAFETA Ian,Bronze Medal,1
1848,TATUM Jayson,Gold Medal,1
1849,TAURASI Diana,Gold Medal,1
1850,TAYLOR Harriet,Bronze Medal,1
1851,TAYLOR Kai,Bronze Medal,1
1852,TAYLOR Kai,Silver Medal,1
1853,TAYLOR-BROWN Georgia,Bronze Medal,1
1854,TAZHUDINOV Akhmed,Gold Medal,1
1855,TEACHOUT Kristina,Bronze Medal,1
1856,TEBA Iowane,Silver Medal,1
1857,TEBOGO Letsile,Gold Medal,1
1858,TEBOGO Letsile,Silver Medal,1
1859,TELGENKAMP Duco,Gold Medal,1
1860,TEMPLE Matthew,Bronze Medal,1
1861,TEN BROEK Nina,Bronze Medal,1
1862,TENAS Arnau,Gold Medal,1
1863,TENTOGLOU Miltiadis,Gold Medal,1
1864,TERRE Martina,Gold Medal,1
1865,TERRY Twanisha,Gold Medal,1
1866,TERTSCH Lisa,Gold Medal,1
1867,THAIS,Silver Medal,1
1868,THIAM Nafissatou,Gold Medal,1
1869,THOMAS Alyssa,Gold Medal,1
1870,THOMAS Benjamin,Gold Medal,1
1871,THOMAS Gabrielle,Gold Medal,3
1872,THOMAS Lowri,Gold Medal,1
1873,THOMPSON Jordan,Silver Medal,1
1874,THOMPSON Kishane,Silver Medal,1
1875,THORPE Isabelle,Silver Medal,1
1876,THROSSELL Brianna,Gold Medal,1
1877,TIAFACK Nelvie Raman,Bronze Medal,1
1878,TILLIE Kevin,Gold Medal,1
1879,TIMO Andy,Gold Medal,1
1880,TIO CASAS Iris,Bronze Medal,1
1881,TITA Ruggero,Gold Medal,1
1882,TITMUS Ariarne,Gold Medal,2
1883,TITMUS Ariarne,Silver Medal,2
1884,TOCCALINO Sofia,Bronze Medal,1
1885,TOFT Sandra,Bronze Medal,1
1886,TOLA Tamirat,Gold Medal,1
1887,TOLEDANO LAUT Blanca,Bronze Medal,1
1888,TOLO Marianna,Bronze Medal,1
1889,TOMOTO Kazuma,Bronze Medal,1
1890,TONIUTTI Benjamin,Gold Medal,1
1891,TORRES GIL Jose,Gold Medal,1
1892,TOTKA Sandor,Silver Medal,1
1893,TOUBLANC Alicia,Silver Medal,1
1894,TOULSON Lois,Bronze Medal,1
1895,TOUZAINT Nicolas,Silver Medal,1
1896,TRANBORG Mette,Bronze Medal,1
1897,TREW Arisa,Gold Medal,1
1898,TRINCHINETTI Eugenia,Bronze Medal,1
1899,TRITTEL PAUL Florian,Gold Medal,1
1900,TRUFFERT Adrien,Silver Medal,1
1901,TRUMAN Joseph,Silver Medal,1
1902,TSELIDIS Theodoros,Bronze Medal,1
1903,TSIKHANTSOU Yauheni,Bronze Medal,1
1904,TSUNODA Natsumi,Gold Medal,1
1905,TSUNODA Natsumi,Silver Medal,1
1906,TUMER Berkim,Bronze Medal,1
1907,TUNJUNG Gregoria Mariska,Bronze Medal,1
1908,TURNBULL Hamish,Silver Medal,1
1909,TUROBOYEV Muzaffarbek,Bronze Medal,1
1910,TURRIENTES Benat,Gold Medal,1
1911,TUWAI Jerry,Silver Medal,1
1912,TWELLAAR Melvin,Silver Medal,1
1913,TWIGG Emma,Silver Medal,1
1914,TYNYBEKOVA Aisuluu,Bronze Medal,1
1915,UBOVIC Nemanja,Gold Medal,1
1916,UENO Yuka,Bronze Medal,1
1917,ULLRICH Logan,Silver Medal,1
1918,UNRUH Florian,Silver Medal,1
1919,UPADHYAY Lalit Kumar,Bronze Medal,1
1920,USCINS Renars,Silver Medal,1
1921,VAAST Kauli,Gold Medal,1
1922,VADLAU Lara,Gold Medal,1
1923,VALENCIA Alejandra,Bronze Medal,1
1924,VALENTE Jennifer,Gold Medal,2
1925,VALENTINI Chloe,Silver Medal,1
1926,VALENZUELA Shalaya,Silver Medal,1
1927,VALIEV Chermen,Bronze Medal,1
1928,VALLADONT Jean-Charles,Silver Medal,1
1929,VARFOLOMEEV Darja,Gold Medal,1
1930,VARGA Adam,Silver Medal,1
1931,VAUGHAN Tara,Gold Medal,1
1932,VAVIC Marko,Bronze Medal,1
1933,VAZQUEZ Ana,Bronze Medal,1
1934,VEEN Marijn,Gold Medal,1
1935,VEENENDAAL Anne,Gold Medal,1
1936,VEENSTRA Manon,Silver Medal,1
1937,VEILAWA Terio Tamani,Silver Medal,1
1938,VEKIC Donna,Silver Medal,1
1939,VERDE ALVAREZ Marco Alonso,Silver Medal,1
1940,VERGIAT Timothe,Silver Medal,1
1941,VERNON Ethan,Silver Medal,1
1942,VERSCHOOR Maria,Gold Medal,1
1943,VICO Nemanja,Gold Medal,1
1944,VICTOR,Bronze Medal,1
1945,VICTOR Lindon,Bronze Medal,1
1946,VIDTS Noor,Bronze Medal,1
1947,VIERU Denis,Bronze Medal,1
1948,VILLA Giorgia,Silver Medal,1
1949,VILLEGAS Aira,Bronze Medal,1
1950,VINCENT Katie,Bronze Medal,1
1951,VINCENT Katie,Gold Medal,1
1952,VINGELIS Sarunas,Bronze Medal,1
1953,VINTER BURGAARD Louise,Bronze Medal,1
1954,VISSER Impi,Bronze Medal,1
1955,VITALIS Coraline,Silver Medal,1
1956,VITIDSARN Kunlavut,Silver Medal,1
1957,VITORIA YAYA,Silver Medal,1
1958,VIVIANI Elia,Silver Medal,1
1959,VODISEK Toni,Silver Medal,1
1960,VOELZ Maren,Bronze Medal,1
1961,VOLPI Alice,Silver Medal,1
1962,VOS Marianne,Silver Medal,1
1963,VRINCEANU Ioana,Gold Medal,1
1964,VRINCEANU Ioana,Silver Medal,1
1965,VRLIC Josi,Silver Medal,1
1966,VUKICEVIC Ante,Silver Medal,1
1967,WAAKA Stacey,Gold Medal,1
1968,WADDY Davina,Bronze Medal,1
1969,WALAZA Bayanda,Silver Medal,1
1970,WALKER Kristina,Silver Medal,1
1971,WALLACE Kristy,Bronze Medal,1
1972,WALSH Gretchen,Gold Medal,2
1973,WALSH Gretchen,Silver Medal,2
1974,WAN Letian,Bronze Medal,1
1975,WANDRES Frederic,Gold Medal,1
1976,WANG Chang,Silver Medal,1
1977,WANG Changhao,Gold Medal,1
1978,WANG Chi-Lin,Gold Medal,1
1979,WANG Chuqin,Gold Medal,2
1980,WANG Ciyue,Gold Medal,1
1981,WANG Lanjing,Gold Medal,1
1982,WANG Liuyi,Gold Medal,2
1983,WANG Manyu,Gold Medal,1
1984,WANG Qianyi,Gold Medal,2
1985,WANG Shun,Bronze Medal,1
1986,WANG Xinjie,Bronze Medal,1
1987,WANG Xinyu,Silver Medal,1
1988,WANG Xueer,Bronze Medal,1
1989,WANG Zisai,Silver Medal,1
1990,WANG Zongyuan,Gold Medal,1
1991,WANG Zongyuan,Silver Medal,1
1992,WANYONYI Emmanuel,Gold Medal,1
1993,WARD McLain,Silver Medal,1
1994,WARDLEY Keyara,Silver Medal,1
1995,WARHOLM Karsten,Silver Medal,1
1996,WASHINGTON Haleigh,Silver Medal,1
1997,WASTENEYS Avalon,Silver Medal,1
1998,WATANABE Yuta,Bronze Medal,1
1999,WATSON Sam,Bronze Medal,1
2000,WEARN Matt,Gold Medal,1
2001,WEBER Emma,Gold Medal,1
2002,WEIGAND Justus,Silver Medal,1
2003,WEINBERG Adrian,Bronze Medal,1
2004,WEINSTEIN Claire,Silver Medal,1
2005,WEINTRAUB Maia Mei,Gold Medal,1
2006,WEITZEIL Abbey,Gold Medal,1
2007,WEITZEIL Abbey,Silver Medal,1
2008,WELLEN Niklas,Silver Medal,1
2009,WELSFORD Sam,Gold Medal,1
2010,WEMBANYAMA Victor,Silver Medal,1
2011,WERTH Isabell,Gold Medal,1
2012,WERTH Isabell,Silver Medal,1
2013,WESCHE Maddison-Lee,Silver Medal,1
2014,WESTON-WEBB Tatiana,Silver Medal,1
2015,WEYANT Emma,Bronze Medal,1
2016,WHITCOMB Sami,Bronze Medal,1
2017,WHITE Derrick,Gold Medal,1
2018,WHITTAKER Isabella,Silver Medal,1
2019,WICHUMA Weeraphon,Silver Medal,1
2020,WICKLER Clemens,Silver Medal,1
2021,WIENS Rylan,Bronze Medal,1
2022,WIETEN Tone,Gold Medal,1
2023,WIFFEN Daniel,Bronze Medal,1
2024,WIFFEN Daniel,Gold Medal,1
2025,WILDE Hayden,Silver Medal,1
2026,WILDE Rebecca,Bronze Medal,1
2027,WILKERSON Brandie,Silver Medal,1
2028,WILKES Oliver,Bronze Medal,1
2029,WILKINSON Micah,Bronze Medal,1
2030,WILLEMS Gabriella,Bronze Medal,1
2031,WILLIAMS Alice,Silver Medal,1
2032,WILLIAMS Bianca,Silver Medal,1
2033,WILLIAMS Charity,Silver Medal,1
2034,WILLIAMS Gabby,Silver Medal,1
2035,WILLIAMS Jodie,Bronze Medal,2
2036,WILLIAMS Kerri,Bronze Medal,1
2037,WILLIAMS Lily,Gold Medal,1
2038,WILLIAMS Lynn,Gold Medal,1
2039,WILLIAMS Noah,Bronze Medal,1
2040,WILLIAMS Noah,Silver Medal,1
2041,WILLIAMS Shaun,Bronze Medal,1
2042,WILSON A'ja,Gold Medal,1
2043,WILSON Emma,Bronze Medal,1
2044,WILSON Quincy,Gold Medal,1
2045,WILSON Quincy,Silver Medal,1
2046,WINDFEDER Lukas,Silver Medal,1
2047,WINNINGTON Elijah,Bronze Medal,1
2048,WINNINGTON Elijah,Silver Medal,1
2049,WITZKE Luca,Silver Medal,1
2050,WOLF Aaron,Silver Medal,1
2051,WOLFF Andreas,Silver Medal,1
2052,WOLLASTON Ally,Bronze Medal,1
2053,WOLLASTON Ally,Silver Medal,1
2054,WOLVES Iris,Bronze Medal,1
2055,WONG-ORANTES Justine,Silver Medal,1
2056,WONGPATTANAKIT Panipak,Gold Medal,1
2057,WOOD Oliver,Silver Medal,1
2058,WOODHEAD Dylan,Bronze Medal,1
2059,WOODMAN-WICKLIFFE Portia,Gold Medal,1
2060,WOODS Kimberley,Bronze Medal,2
2061,WORTELBOER Floris,Gold Medal,1
2062,WU Peng,Silver Medal,1
2063,WU Qingfeng,Bronze Medal,2
2064,WU Shih Yi,Bronze Medal,1
2065,WU Yu,Gold Medal,1
2066,WUNSCH Olivia,Gold Medal,1
2067,WYNNE-GRIFFITH Oliver,Silver Medal,1
2068,XIANG Binxuan,Gold Medal,1
2069,XIAO Ruoteng,Bronze Medal,1
2070,XIAO Ruoteng,Silver Medal,1
2071,XIAO Yanning,Gold Medal,1
2072,XIE Siyi,Gold Medal,1
2073,XIE Yu,Gold Medal,1
2074,XU Jiayu,Gold Medal,1
2075,XU Jiayu,Silver Medal,2
2076,XU Shixiao,Gold Medal,1
2077,XU Wenyu,Silver Medal,1
2078,YABUSELE Guerschon,Silver Medal,1
2079,YAMADA Masaru,Silver Medal,1
2080,YAN Langyu,Bronze Medal,1
2081,YANG Hao,Gold Medal,1
2082,YANG Jiayu,Gold Medal,1
2083,YANG Jiin,Gold Medal,1
2084,YANG Junxuan,Bronze Medal,3
2085,YANG Junxuan,Silver Medal,1
2086,YANG Liu,Silver Medal,2
2087,YANG Wenlu,Silver Medal,1
2088,YANG William,Silver Medal,1
2089,YANG Xiaolei,Silver Medal,1
2090,YASMIM,Silver Medal,1
2091,YAVI Winfred,Gold Medal,1
2092,YAZDANICHARATI Hassan,Silver Medal,1
2093,YE Jiao,Silver Medal,1
2094,YEARGIN Nicole,Bronze Medal,2
2095,YEE Alex,Bronze Medal,1
2096,YEE Alex,Gold Medal,1
2097,YEPEZ GUZMAN Lucia Yamileth,Silver Medal,1
2098,YGUERAVIDE Sandra,Silver Medal,1
2099,YILDIRMIS Abdullah,Bronze Medal,1
2100,YILDIZ KAHRAMAN Esra,Bronze Medal,1
2101,YONG Joshua,Bronze Medal,1
2102,YOON Hyunji,Bronze Medal,1
2103,YOON Jisu,Silver Medal,1
2104,YOSHIOKA Miho,Silver Medal,1
2105,YOSHIZAWA Coco,Gold Medal,1
2106,YOUNG Jackie,Gold Medal,1
2107,YOUSSIFOU Laila,Silver Medal,1
2108,YU Anhui,Silver Medal,1
2109,YU Yiting,Bronze Medal,2
2110,YULO Carlos Edriel,Gold Medal,2
2111,YUSUPOV Alisher,Bronze Medal,1
2112,ZAADI DEUNA Grace,Silver Medal,1
2113,ZALATY Yauheni,Silver Medal,1
2114,ZARE Amir Hossein,Silver Medal,1
2115,ZATORSKI Pawel,Silver Medal,1
2116,ZAZZERI Lorenzo,Bronze Medal,1
2117,ZEGHDAR Antoine,Gold Medal,1
2118,ZEIDLER Oliver,Gold Medal,1
2119,ZHADRAYEV Demeu,Silver Medal,1
2120,ZHANG Boheng,Bronze Medal,1
2121,ZHANG Boheng,Silver Medal,2
2122,ZHANG Qiongyue,Bronze Medal,1
2123,ZHANG Yayi,Gold Medal,1
2124,ZHANG Ying,Silver Medal,1
2125,ZHANG Yufei,Bronze Medal,5
2126,ZHANG Yufei,Silver Medal,1
2127,ZHANG Zhizhen,Silver Medal,1
2128,ZHAO Jie,Bronze Medal,1
2129,ZHENG Qinwen,Gold Medal,1
2130,ZHENG Si Wei,Gold Medal,1
2131,ZHONG Jiaqi,Silver Medal,1
2132,ZHOU Yaqin,Silver Medal,1
2133,ZHUMANAZAROVA Meerim,Silver Medal,1
2134,ZIETARSKI Miroslaw,Bronze Medal,1
2135,ZOU Jingyuan,Gold Medal,1
2136,ZOU Jingyuan,Silver Medal,2
2137,ZOU Meirong,Silver Medal,1
2138,ZSOMBOR-MURRAY Nathan,Bronze Medal,1
2139,ZUVELA Marko,Silver Medal,1
2140,ZWICKER Martin,Silver Medal,1
2141,ZWOLINSKA Klaudia,Silver Medal,1
2142,da SILVA Ana Carolina,Bronze Medal,1
2143,de BROUWER Bregje,Bronze Medal,1
2144,de BROUWER Noortje,Bronze Medal,1
2145,de COLO Nando,Silver Medal,1
2146,de GENNARO Giovanni,Gold Medal,1
2147,de GENNARO Monica,Gold Medal,1
2148,de GEUS Jonas,Gold Medal,1
2149,de GRAAF Sander,Silver Medal,1
2150,de JONG Roos,Silver Medal,1
2151,de JONG Worthy,Gold Medal,1
2152,de MOL Joe,Gold Medal,1
2153,de PINA David,Bronze Medal,1
2154,de VILDER Derck,Gold Medal,1
2155,de WAARD Xan,Gold Medal,1
2156,de WITTE Lisanne,Silver Medal,1
2157,dos SANTOS Alison,Bronze Medal,1
2158,le COZ Gireg,Silver Medal,1
2159,le GOFF Nicolas,Gold Medal,1
2160,van AANHOLT Odile,Gold Medal,1
2161,van AERT Wout,Bronze Medal,1
2162,van ASS Seve,Gold Medal,1
2163,van BELLE Lisa,Bronze Medal,1
2164,van DAM Thijs,Gold Medal,1
2165,van DOORN Gert-Jan,Silver Medal,1
2166,van DORP Simon,Bronze Medal,1
2167,van DYK Jo-Ane,Silver Medal,1
2168,van GRONINGEN Gianina Elena,Silver Medal,1
2169,van HEIJNINGEN Steijn,Gold Medal,1
2170,van LAARHOVEN Renee,Gold Medal,1
2171,van LIEROP Lennart,Gold Medal,1
2172,van LITH Hailey,Bronze Medal,1
2173,van LOON Tijmen,Gold Medal,1
2174,van OPZEELAND Luuc,Bronze Medal,1
2175,van ROUWENDAAL Sharon,Gold Medal,1
2176,van WYK Shilton,Bronze Medal,1
2177,van de KERKHOF Jacob,Silver Medal,1
2178,van de KRAATS Simone,Bronze Medal,1
2179,van de WIEL Anne,Silver Medal,1
2180,van de WOUW Hetty,Silver Medal,1
2181,van den BERG Roy,Gold Medal,1
2182,van den BOSSCHE Fabio,Bronze Medal,1
2183,van der BIJ Jan,Silver Medal,1
2184,van der DUIN Maike,Bronze Medal,1
2185,van der HORST Dimeo,Gold Medal,1
2186,van der SCHOOT Myrte,Silver Medal,1
2187,van der SLOOT Sabrina,Bronze Medal,1
2188,van der VLEUTEN Maikel,Bronze Medal,1
2189,van der WESTHUYZEN Jean,Bronze Medal,1
2190,van der WESTHUYZEN Pierre,Silver Medal,1
2191,von BREDOW-WERNDL Jessica,Gold Medal,2
